
(98, 46)
(37, 41)
(85, 39)
(3, 59)
(18, 94)
(37, 96)
(84, 38)
(18, 99)
(84, 68)
(41, 71)
(91, 33)
(43, 48)
(2, 4)
(66, 72)
(71, 26)
(26, 31)
(75, 15)
(9, 80)
(27, 18)
(42, 80)
(100, 35)
(64, 27)
(86, 28)
(58, 13)
(37, 35)
(91, 40)
(42, 60)
(50, 78)
(4, 31)
(51, 94)
(68, 22)
(50, 31)
(31, 19)
(81, 29)
(16, 1)
(19, 35)
(8, 77)
(60, 67)
(3, 30)
(61, 27)
(54, 44)
(21, 21)
(8, 100)
(40, 5)
(9, 30)
(69, 40)
(56, 2)
(56, 97)
(29, 13)
(59, 74)
(13, 11)
(90, 75)
(13, 45)
(38, 48)
(80, 1)
(79, 54)
(60, 53)
(76, 66)
(39, 66)
(96, 59)
(6, 10)
(89, 19)
(17, 4)
(57, 93)
(41, 64)
(18, 49)
(95, 24)
(47, 79)
(10, 99)
(61, 51)
(7, 45)
(14, 50)
(21, 19)
(36, 48)
(28, 37)
(10, 32)
(75, 43)
(89, 5)
(97, 96)
(24, 6)
(96, 7)
(70, 52)
(4, 32)
(20, 15)
(9, 27)
(24, 31)
(4, 16)
(56, 97)
(10, 86)
(78, 28)
(14, 61)
(18, 27)
(12, 30)
(95, 86)
(28, 96)
(91, 91)
(52, 23)
(19, 59)
(70, 84)
(97, 1)
(79, 82)
(20, 28)
(48, 13)
(60, 56)
(40, 81)
(62, 17)
(45, 42)
(98, 14)
(18, 76)
(22, 97)
(29, 91)
(10, 98)
(21, 45)
(53, 80)
(100, 66)
(65, 42)
(16, 69)
(97, 56)
(88, 33)
(37, 52)
(78, 5)
(90, 25)
(73, 97)
(71, 95)
(19, 62)
(84, 78)
(0, 80)
(98, 40)
(83, 83)
(97, 1)
(41, 80)
(35, 56)
(35, 76)
(92, 89)
(81, 24)
(99, 87)
(100, 6)
(5, 57)
(28, 2)
(3, 31)
(84, 42)
(66, 81)
(96, 31)
(64, 51)
(77, 50)
(79, 47)
(34, 17)
(50, 71)
(95, 92)
(63, 34)
(39, 91)
(51, 64)
(6, 24)
(44, 84)
(87, 50)
(69, 58)
(16, 17)
(31, 4)
(25, 43)
(61, 42)
(2, 23)
(28, 79)
(21, 72)
(33, 10)
(27, 65)
(47, 74)
(58, 36)
(73, 21)
(94, 4)
(3, 98)
(31, 68)
(65, 91)
(21, 38)
(65, 17)
(53, 9)
(40, 17)
(72, 81)
(30, 2)
(41, 56)
(70, 29)
(63, 67)
(48, 20)
(72, 70)
(74, 93)
(36, 46)
(69, 22)
(28, 83)
(61, 15)
(18, 87)
(0, 55)
(15, 49)
(54, 59)
(49, 100)
(26, 13)
(98, 27)
(57, 95)
(72, 8)
(22, 64)
(2, 68)
(10, 62)
(60, 87)
(27, 59)
(94, 88)
(68, 81)
(92, 57)
(61, 37)
(86, 57)
(17, 53)
(75, 91)
(13, 40)
(50, 76)
(25, 45)
(35, 69)
(67, 52)
(90, 50)
(81, 54)
(74, 66)
(15, 5)
(96, 50)
(87, 78)
(90, 86)
(66, 66)
(47, 26)
(44, 16)
(35, 6)
(82, 33)
(64, 81)
(96, 91)
(35, 14)
(6, 0)
(62, 20)
(78, 26)
(91, 87)
(74, 43)
(10, 40)
(96, 22)
(60, 80)
(94, 56)
(18, 25)
(83, 7)
(47, 7)
(74, 49)
(93, 51)
(42, 26)
(65, 29)
(53, 9)
(27, 86)
(80, 80)
(8, 20)
(35, 47)
(23, 23)
(9, 55)
(22, 21)
(5, 25)
(78, 53)
(11, 12)
(46, 14)
(89, 63)
(20, 44)
(48, 91)
(48, 61)
(14, 60)
(37, 36)
(6, 27)
(21, 48)
(29, 77)
(7, 59)
(34, 76)
(23, 82)
(96, 97)
(1, 86)
(4, 46)
(66, 32)
(87, 3)
(40, 60)
(32, 8)
(77, 10)
(34, 64)
(27, 0)
(24, 2)
(31, 17)
(26, 77)
(76, 41)
(11, 4)
(75, 26)
(38, 96)
(86, 70)
(41, 59)
(30, 64)
(91, 51)
(69, 16)
(31, 41)
(21, 7)
(74, 77)
(21, 95)
(88, 87)
(60, 57)
(21, 75)
(96, 79)
(45, 86)
(57, 96)
(42, 93)
(15, 91)
(73, 16)
(91, 80)
(82, 11)
(4, 38)
(11, 79)
(69, 2)
(49, 67)
(84, 99)
(86, 11)
(33, 53)
(67, 86)
(42, 73)
(52, 28)
(61, 21)
(3, 51)
(5, 48)
(56, 23)
(52, 23)
(18, 54)
(15, 16)
(90, 55)
(49, 49)
(86, 87)
(77, 0)
(10, 99)
(51, 36)
(99, 95)
(74, 37)
(84, 90)
(13, 93)
(36, 15)
(48, 33)
(70, 4)
(74, 23)
(39, 26)
(98, 93)
(97, 87)
(82, 32)
(60, 23)
(33, 61)
(8, 94)
(27, 51)
(61, 39)
(33, 52)
(83, 16)
(19, 89)
(35, 26)
(96, 72)
(41, 83)
(7, 28)
(94, 43)
(1, 53)
(65, 88)
(96, 30)
(29, 27)
(20, 25)
(89, 51)
(39, 11)
(21, 57)
(69, 49)
(19, 82)
(24, 35)
(7, 27)
(40, 34)
(70, 28)
(87, 13)
(17, 95)
(49, 54)
(52, 39)
(7, 91)
(11, 26)
(20, 28)
(59, 92)
(38, 3)
(54, 91)
(91, 60)
(72, 31)
(94, 77)
(17, 27)
(81, 39)
(54, 76)
(27, 35)
(61, 43)
(72, 79)
(24, 64)
(96, 78)
(86, 22)
(9, 66)
(71, 32)
(51, 59)
(96, 45)
(35, 87)
(70, 57)
(2, 55)
(90, 28)
(52, 17)
(80, 12)
(10, 75)
(59, 9)
(88, 23)
(57, 14)
(80, 55)
(69, 64)
(46, 28)
(82, 23)
(10, 29)
(66, 11)
(90, 71)
(57, 55)
(17, 76)
(24, 43)
(97, 68)
(88, 83)
(37, 5)
(39, 70)
(51, 98)
(25, 95)
(90, 60)
(48, 92)
(29, 31)
(93, 53)
(68, 33)
(48, 59)
(14, 17)
(12, 78)
(43, 44)
(95, 100)
(16, 57)
(68, 98)
(91, 7)
(43, 84)
(3, 56)
(75, 18)
(62, 67)
(93, 59)
(82, 28)
(97, 47)
(86, 60)
(18, 70)
(55, 46)
(63, 16)
(5, 29)
(58, 16)
(30, 10)
(96, 37)
(6, 77)
(52, 64)
(93, 67)
(52, 88)
(45, 34)
(5, 78)
(100, 76)
(83, 25)
(98, 69)
(8, 64)
(20, 75)
(54, 72)
(37, 2)
(79, 70)
(82, 45)
(87, 60)
(70, 35)
(58, 95)
(64, 98)
(43, 69)
(32, 49)
(25, 41)
(10, 11)
(21, 93)
(85, 80)
(1, 40)
(54, 20)
(97, 74)
(42, 83)
(98, 52)
(74, 34)
(64, 13)
(60, 67)
(25, 33)
(83, 63)
(12, 88)
(13, 78)
(62, 43)
(87, 71)
(67, 86)
(25, 57)
(33, 74)
(0, 30)
(81, 85)
(59, 29)
(10, 80)
(17, 34)
(3, 83)
(15, 44)
(68, 23)
(70, 31)
(78, 16)
(59, 52)
(76, 29)
(11, 7)
(52, 93)
(12, 90)
(80, 30)
(35, 84)
(11, 61)
(73, 78)
(60, 36)
(2, 48)
(52, 52)
(76, 74)
(1, 8)
(1, 80)
(84, 24)
(92, 89)
(92, 51)
(77, 31)
(64, 23)
(62, 35)
(16, 41)
(85, 60)
(89, 42)
(34, 72)
(44, 44)
(97, 4)
(56, 50)
(35, 20)
(25, 25)
(34, 61)
(80, 75)
(46, 51)
(16, 86)
(2, 61)
(64, 43)
(21, 96)
(4, 82)
(52, 61)
(33, 34)
(99, 47)
(44, 67)
(1, 58)
(73, 67)
(11, 50)
(70, 76)
(25, 68)
(64, 20)
(52, 55)
(68, 44)
(28, 94)
(66, 65)
(35, 79)
(32, 98)
(96, 26)
(29, 48)
(30, 78)
(64, 98)
(36, 71)
(7, 14)
(90, 41)
(90, 88)
(24, 9)
(68, 97)
(7, 69)
(91, 51)
(75, 26)
(18, 12)
(9, 48)
(5, 43)
(94, 24)
(96, 33)
(74, 42)
(41, 36)
(24, 75)
(90, 26)
(34, 18)
(34, 46)
(66, 5)
(55, 92)
(78, 100)
(83, 89)
(2, 99)
(69, 84)
(79, 80)
(92, 53)
(98, 19)
(13, 2)
(50, 43)
(62, 94)
(88, 3)
(76, 4)
(3, 14)
(52, 81)
(58, 18)
(22, 65)
(15, 47)
(70, 50)
(40, 4)
(51, 93)
(83, 45)
(28, 62)
(56, 53)
(20, 36)
(29, 86)
(99, 30)
(33, 1)
(28, 57)
(22, 95)
(51, 31)
(98, 78)
(90, 55)
(27, 70)
(54, 14)
(62, 33)
(11, 71)
(77, 53)
(65, 44)
(98, 28)
(35, 56)
(58, 24)
(63, 73)
(99, 52)
(38, 15)
(70, 56)
(69, 54)
(5, 55)
(54, 52)
(1, 41)
(30, 4)
(77, 78)
(86, 62)
(21, 84)
(42, 48)
(36, 2)
(14, 28)
(11, 50)
(40, 22)
(97, 72)
(38, 8)
(55, 91)
(53, 99)
(87, 22)
(47, 77)
(15, 34)
(18, 25)
(9, 78)
(72, 31)
(22, 56)
(23, 16)
(34, 68)
(51, 89)
(94, 82)
(96, 47)
(47, 24)
(31, 42)
(44, 52)
(84, 47)
(72, 60)
(15, 93)
(68, 44)
(79, 20)
(94, 74)
(88, 10)
(75, 37)
(22, 0)
(83, 77)
(71, 48)
(9, 83)
(17, 41)
(43, 19)
(95, 66)
(40, 92)
(59, 23)
(61, 2)
(49, 8)
(6, 44)
(25, 15)
(71, 45)
(36, 23)
(53, 94)
(53, 37)
(83, 71)
(31, 43)
(80, 47)
(53, 14)
(39, 38)
(60, 14)
(52, 82)
(24, 37)
(14, 34)
(19, 50)
(12, 22)
(29, 94)
(33, 96)
(21, 68)
(5, 95)
(28, 71)
(67, 71)
(56, 19)
(93, 95)
(70, 19)
(94, 80)
(34, 79)
(21, 70)
(39, 78)
(88, 95)
(58, 88)
(0, 41)
(60, 14)
(21, 4)
(80, 16)
(44, 98)
(39, 90)
(81, 79)
(36, 77)
(55, 68)
(99, 33)
(40, 24)
(87, 43)
(75, 62)
(25, 90)
(26, 5)
(34, 34)
(45, 27)
(61, 88)
(56, 5)
(87, 1)
(4, 83)
(18, 84)
(89, 71)
(49, 4)
(63, 30)
(71, 6)
(83, 52)
(61, 26)
(29, 39)
(75, 21)
(96, 17)
(20, 89)
(17, 26)
(65, 56)
(82, 99)
(25, 49)
(60, 95)
(92, 32)
(57, 67)
(38, 99)
(11, 76)
(91, 71)
(64, 33)
(27, 52)
(4, 97)
(16, 53)
(30, 11)
(46, 78)
(81, 20)
(28, 28)
(70, 3)
(83, 98)
(61, 49)
(73, 12)
(59, 63)
(39, 54)
(42, 25)
(76, 39)
(62, 50)
(72, 84)
(55, 91)
(89, 11)
(58, 99)
(3, 62)
(10, 68)
(25, 84)
(66, 18)
(35, 98)
(21, 13)
(11, 69)
(62, 3)
(66, 87)
(43, 81)
(20, 16)
(93, 62)
(73, 40)
(14, 23)
(86, 39)
(100, 69)
(71, 8)
(19, 84)
(65, 29)
(1, 54)
(80, 52)
(67, 85)
(3, 61)
(1, 16)
(50, 98)
(41, 80)
(11, 68)
(66, 47)
(74, 77)
(76, 33)
(92, 78)
(62, 53)
(62, 20)
(26, 10)
(50, 79)
(79, 68)
(78, 66)
(7, 11)
(21, 49)
(16, 63)
(50, 31)
(49, 8)
(7, 29)
(22, 80)
(94, 26)
(59, 27)
(99, 38)
(21, 62)
(71, 81)
(29, 78)
(73, 52)
(36, 42)
(84, 67)
(4, 42)
(92, 55)
(81, 72)
(58, 97)
(84, 40)
(49, 94)
(84, 70)
(60, 4)
(1, 93)
(53, 19)
(88, 67)
(41, 84)
(97, 78)
(17, 75)
(55, 66)
(32, 70)
(69, 42)
(67, 86)
(45, 42)
(98, 7)
(26, 42)
(40, 78)
(56, 56)
(37, 69)
(73, 32)
(89, 23)
(23, 59)
(91, 55)
(15, 98)
(5, 5)
(85, 63)
(46, 12)
(6, 84)
(23, 50)
(83, 90)
(90, 41)
(5, 39)
(54, 41)
(71, 13)
(28, 93)
(20, 50)
(18, 69)
(11, 86)
(1, 17)
(58, 16)
(38, 58)
(77, 45)
(39, 44)
(46, 24)
(45, 12)
(33, 74)
(32, 39)
(68, 70)
(55, 47)
(51, 98)
(4, 89)
(34, 68)
(33, 13)
(81, 72)
(75, 29)
(47, 13)
(88, 28)
(92, 23)
(16, 96)
(100, 18)
(7, 63)
(48, 20)
(39, 4)
(13, 67)
(31, 82)
(25, 75)
(68, 83)
(97, 7)
(22, 6)
(26, 2)
(32, 99)
(18, 70)
(14, 60)
(23, 19)
(15, 64)
(74, 53)
(78, 41)
(64, 37)
(51, 5)
(56, 92)
(14, 34)
(49, 34)
(34, 33)
(84, 25)
(64, 40)
(76, 16)
(22, 29)
(92, 84)
(54, 84)
(28, 52)
(64, 50)
(40, 59)
(16, 53)
(11, 50)
(60, 28)
(48, 81)
(26, 44)
(61, 44)
(85, 3)
(94, 0)
(64, 1)
(87, 21)
(38, 13)
(83, 91)
(24, 80)
(99, 84)
(41, 30)
(24, 63)
(45, 79)
(33, 90)
(48, 98)
(89, 1)
(61, 37)
(12, 81)
(80, 66)
(73, 11)
(65, 78)
(59, 4)
(15, 43)
(80, 16)
(65, 14)
(23, 40)
(17, 22)
(10, 15)
(73, 53)
(57, 37)
(58, 36)
(16, 95)
(78, 95)
(41, 82)
(94, 41)
(77, 64)
(91, 23)
(76, 15)
(77, 7)
(34, 5)
(92, 96)
(85, 13)
(14, 22)
(31, 10)
(11, 8)
(92, 48)
(67, 32)
(0, 14)
(51, 34)
(79, 68)
(22, 73)
(90, 31)
(16, 85)
(45, 6)
(86, 21)
(59, 2)
(17, 73)
(53, 73)
(80, 34)
(3, 46)
(97, 53)
(25, 68)
(98, 32)
(88, 39)
(84, 64)
(20, 31)
(92, 79)
(5, 26)
(90, 29)
(25, 1)
(94, 36)
(18, 64)
(57, 60)
(60, 25)
(2, 91)
(77, 67)
(1, 13)
(8, 70)
(85, 10)
(92, 93)
(17, 14)
(92, 58)
(86, 53)
(96, 87)
(39, 75)
(2, 10)
(57, 44)
(15, 77)
(87, 31)
(14, 60)
(12, 65)
(3, 79)
(12, 76)
(8, 13)
(41, 68)
(5, 55)
(11, 28)
(72, 100)
(16, 67)
(26, 25)
(52, 80)
(86, 76)
(21, 50)
(8, 26)
(17, 82)
(97, 10)
(15, 33)
(57, 5)
(59, 51)
(7, 42)
(52, 90)
(75, 56)
(23, 98)
(7, 48)
(43, 19)
(30, 82)
(80, 73)
(53, 68)
(73, 36)
(55, 82)
(73, 92)
(16, 0)
(80, 83)
(47, 86)
(67, 54)
(8, 70)
(59, 85)
(66, 88)
(73, 75)
(69, 63)
(51, 61)
(82, 94)
(54, 14)
(98, 98)
(22, 54)
(61, 27)
(37, 5)
(55, 23)
(27, 74)
(47, 56)
(99, 39)
(26, 56)
(78, 17)
(34, 66)
(36, 80)
(69, 68)
(24, 54)
(53, 74)
(59, 47)
(23, 33)
(79, 9)
(87, 26)
(70, 30)
(3, 76)
(26, 34)
(89, 89)
(48, 98)
(24, 16)
(62, 95)
(27, 100)
(93, 54)
(61, 72)
(92, 71)
(33, 43)
(72, 76)
(60, 71)
(85, 78)
(34, 95)
(77, 16)
(90, 44)
(47, 63)
(86, 68)
(11, 13)
(20, 19)
(64, 16)
(15, 40)
(78, 85)
(61, 92)
(90, 84)
(7, 14)
(88, 53)
(94, 60)
(19, 24)
(80, 30)
(50, 99)
(38, 69)
(21, 49)
(24, 74)
(13, 82)
(34, 55)
(81, 17)
(33, 9)
(91, 91)
(7, 49)
(90, 19)
(13, 28)
(18, 51)
(41, 40)
(36, 74)
(78, 13)
(95, 22)
(45, 67)
(33, 54)
(69, 42)
(37, 54)
(65, 54)
(26, 99)
(48, 81)
(64, 60)
(4, 32)
(19, 23)
(11, 85)
(33, 5)
(61, 59)
(62, 56)
(48, 41)
(58, 59)
(35, 61)
(68, 30)
(95, 42)
(55, 25)
(14, 73)
(58, 42)
(27, 49)
(87, 87)
(30, 8)
(39, 22)
(64, 19)
(47, 34)
(55, 87)
(5, 4)
(48, 7)
(26, 95)
(10, 32)
(14, 20)
(58, 48)
(9, 68)
(96, 79)
(30, 35)
(62, 28)
(49, 96)
(45, 88)
(69, 97)
(6, 33)
(20, 41)
(55, 47)
(86, 13)
(20, 49)
(25, 1)
(38, 81)
(43, 22)
(32, 50)
(69, 44)
(18, 93)
(1, 67)
(85, 81)
(61, 65)
(56, 95)
(12, 92)
(56, 44)
(30, 74)
(44, 74)
(76, 42)
(50, 39)
(60, 89)
(36, 57)
(54, 58)
(3, 70)
(31, 64)
(65, 12)
(14, 44)
(70, 21)
(74, 51)
(84, 30)
(14, 91)
(10, 30)
(5, 85)
(88, 58)
(73, 87)
(80, 58)
(40, 14)
(7, 52)
(71, 58)
(90, 55)
(86, 52)
(6, 8)
(86, 28)
(14, 37)
(91, 22)
(89, 79)
(100, 60)
(20, 89)
(74, 98)
(62, 26)
(23, 45)
(89, 33)
(87, 25)
(14, 20)
(81, 48)
(24, 12)
(86, 10)
(17, 6)
(76, 42)
(86, 69)
(35, 58)
(91, 13)
(42, 42)
(8, 44)
(74, 85)
(43, 33)
(79, 82)
(45, 91)
(57, 51)
(21, 4)
(55, 8)
(96, 48)
(38, 38)
(81, 12)
(69, 79)
(98, 78)
(65, 43)
(56, 38)
(20, 28)
(31, 44)
(78, 100)
(11, 4)
(34, 54)
(87, 85)
(91, 11)
(69, 14)
(7, 33)
(70, 72)
(88, 98)
(18, 23)
(3, 10)
(99, 41)
(13, 15)
(9, 53)
(13, 89)
(66, 90)
(90, 41)
(83, 32)
(45, 44)
(81, 26)
(100, 53)
(14, 71)
(28, 24)
(67, 77)
(77, 47)
(87, 79)
(76, 69)
(36, 43)
(14, 72)
(39, 20)
(46, 96)
(95, 13)
(63, 3)
(83, 23)
(81, 28)
(70, 37)
(20, 62)
(54, 12)
(49, 78)
(63, 86)
(22, 99)
(82, 82)
(88, 69)
(18, 67)
(91, 9)
(77, 19)
(0, 92)
(56, 6)
(35, 64)
(75, 24)
(26, 56)
(13, 53)
(80, 62)
(35, 83)
(15, 41)
(37, 89)
(82, 75)
(97, 10)
(2, 54)
(86, 5)
(81, 7)
(76, 89)
(79, 50)
(47, 37)
(22, 13)
(10, 68)
(46, 1)
(97, 66)
(35, 58)
(35, 100)
(95, 85)
(13, 1)
(70, 37)
(32, 76)
(19, 70)
(78, 72)
(91, 33)
(73, 73)
(45, 12)
(19, 95)
(69, 5)
(74, 66)
(27, 30)
(30, 84)
(72, 89)
(93, 29)
(11, 53)
(27, 18)
(82, 89)
(2, 33)
(22, 11)
(31, 44)
(75, 42)
(92, 67)
(49, 66)
(59, 9)
(93, 8)
(80, 20)
(88, 88)
(63, 63)
(93, 30)
(77, 48)
(29, 25)
(73, 70)
(80, 73)
(8, 10)
(79, 27)
(87, 95)
(94, 74)
(58, 52)
(14, 90)
(93, 62)
(60, 60)
(75, 52)
(51, 86)
(68, 88)
(49, 86)
(27, 54)
(13, 86)
(64, 66)
(49, 94)
(42, 88)
(58, 88)
(28, 62)
(67, 62)
(91, 94)
(21, 2)
(57, 67)
(63, 94)
(94, 37)
(80, 38)
(92, 56)
(38, 28)
(73, 78)
(77, 63)
(3, 25)
(37, 39)
(25, 8)
(38, 90)
(45, 88)
(9, 69)
(37, 26)
(99, 51)
(49, 9)
(36, 65)
(33, 83)
(74, 45)
(97, 35)
(98, 6)
(86, 71)
(71, 78)
(11, 25)
(99, 42)
(0, 46)
(43, 68)
(25, 3)
(54, 6)
(63, 11)
(61, 34)
(64, 99)
(5, 20)
(79, 96)
(84, 5)
(9, 9)
(94, 93)
(68, 76)
(22, 6)
(94, 25)
(60, 6)
(67, 59)
(57, 64)
(73, 84)
(38, 61)
(46, 19)
(6, 23)
(21, 88)
(8, 98)
(62, 3)
(9, 100)
(96, 24)
(11, 20)
(14, 37)
(3, 21)
(25, 24)
(96, 6)
(18, 83)
(33, 71)
(50, 21)
(2, 20)
(71, 23)
(78, 27)
(64, 82)
(70, 100)
(68, 59)
(79, 25)
(28, 58)
(4, 73)
(89, 85)
(17, 32)
(17, 69)
(14, 11)
(4, 92)
(63, 10)
(39, 38)
(82, 95)
(31, 24)
(70, 13)
(95, 22)
(75, 52)
(56, 49)
(67, 90)
(24, 34)
(27, 89)
(21, 52)
(97, 26)
(27, 73)
(78, 10)
(28, 77)
(96, 98)
(61, 38)
(65, 65)
(32, 65)
(75, 45)
(11, 45)
(82, 51)
(64, 24)
(72, 90)
(94, 100)
(52, 55)
(67, 63)
(83, 27)
(22, 82)
(83, 38)
(20, 90)
(38, 23)
(32, 67)
(12, 27)
(21, 82)
(75, 62)
(4, 88)
(10, 64)
(38, 42)
(69, 69)
(98, 99)
(66, 4)
(84, 68)
(8, 92)
(30, 76)
(53, 41)
(43, 49)
(99, 77)
(51, 90)
(97, 71)
(42, 38)
(10, 67)
(42, 63)
(33, 63)
(10, 59)
(59, 54)
(57, 56)
(62, 30)
(10, 9)
(99, 80)
(43, 60)
(85, 88)
(38, 46)
(82, 90)
(13, 93)
(59, 0)
(2, 25)
(73, 23)
(1, 95)
(94, 40)
(98, 0)
(88, 70)
(69, 45)
(23, 91)
(63, 8)
(82, 90)
(26, 72)
(67, 74)
(77, 92)
(3, 26)
(11, 14)
(2, 69)
(79, 96)
(19, 63)
(57, 81)
(58, 32)
(5, 91)
(93, 24)
(54, 44)
(18, 86)
(31, 68)
(83, 47)
(19, 47)
(26, 21)
(29, 54)
(59, 43)
(67, 11)
(43, 91)
(67, 80)
(84, 81)
(21, 38)
(48, 4)
(66, 51)
(9, 13)
(76, 29)
(97, 77)
(12, 89)
(72, 58)
(99, 75)
(23, 67)
(19, 42)
(87, 24)
(22, 43)
(44, 99)
(84, 82)
(94, 35)
(42, 19)
(75, 26)
(10, 89)
(36, 92)
(87, 27)
(5, 4)
(60, 10)
(57, 78)
(54, 89)
(34, 91)
(48, 51)
(65, 8)
(21, 41)
(19, 8)
(10, 97)
(32, 80)
(43, 6)
(94, 9)
(84, 18)
(50, 18)
(88, 17)
(52, 6)
(58, 93)
(8, 92)
(3, 35)
(61, 5)
(26, 91)
(9, 48)
(20, 11)
(23, 42)
(70, 92)
(32, 87)
(16, 61)
(11, 98)
(14, 77)
(83, 73)
(83, 66)
(53, 16)
(84, 46)
(17, 50)
(21, 59)
(66, 70)
(85, 87)
(32, 3)
(8, 36)
(81, 91)
(5, 89)
(89, 39)
(14, 27)
(51, 51)
(86, 76)
(19, 66)
(40, 70)
(34, 45)
(90, 55)
(8, 7)
(21, 37)
(21, 44)
(33, 49)
(62, 40)
(87, 3)
(91, 22)
(13, 50)
(58, 29)
(28, 53)
(67, 23)
(51, 25)
(10, 73)
(36, 85)
(6, 14)
(99, 62)
(66, 82)
(87, 97)
(23, 33)
(65, 43)
(13, 78)
(46, 66)
(20, 17)
(48, 82)
(38, 73)
(91, 28)
(69, 98)
(98, 45)
(35, 75)
(71, 63)
(72, 34)
(42, 87)
(43, 30)
(65, 90)
(76, 59)
(33, 17)
(4, 37)
(62, 59)
(24, 9)
(13, 88)
(40, 63)
(75, 94)
(29, 6)
(37, 71)
(33, 10)
(10, 24)
(10, 53)
(20, 25)
(61, 46)
(9, 0)
(54, 41)
(92, 54)
(74, 9)
(80, 34)
(27, 100)
(6, 64)
(97, 94)
(31, 98)
(46, 5)
(12, 98)
(44, 65)
(95, 42)
(36, 96)
(8, 43)
(58, 2)
(52, 12)
(50, 86)
(72, 35)
(24, 71)
(17, 75)
(74, 39)
(9, 47)
(5, 11)
(38, 52)
(29, 25)
(5, 16)
(52, 51)
(35, 50)
(54, 67)
(86, 39)
(90, 47)
(94, 73)
(83, 16)
(3, 63)
(99, 48)
(11, 62)
(0, 99)
(18, 58)
(89, 57)
(93, 8)
(86, 63)
(26, 48)
(99, 61)
(92, 93)
(65, 55)
(59, 6)
(73, 63)
(92, 11)
(83, 94)
(31, 87)
(59, 12)
(28, 34)
(51, 88)
(50, 73)
(28, 90)
(91, 14)
(76, 78)
(48, 89)
(66, 25)
(28, 13)
(99, 3)
(94, 62)
(66, 94)
(70, 46)
(47, 63)
(87, 51)
(0, 55)
(91, 85)
(58, 45)
(59, 60)
(91, 6)
(9, 66)
(81, 48)
(20, 80)
(42, 87)
(68, 77)
(67, 69)
(98, 96)
(77, 41)
(44, 65)
(19, 17)
(43, 67)
(37, 46)
(22, 82)
(72, 23)
(63, 61)
(62, 25)
(51, 25)
(99, 40)
(99, 19)
(52, 22)
(58, 67)
(10, 25)
(41, 35)
(84, 53)
(53, 61)
(98, 4)
(7, 61)
(36, 7)
(57, 93)
(39, 67)
(27, 68)
(63, 16)
(28, 28)
(97, 37)
(6, 43)
(36, 33)
(64, 5)
(11, 54)
(72, 24)
(3, 25)
(47, 45)
(96, 8)
(64, 95)
(30, 25)
(93, 23)
(93, 57)
(46, 20)
(70, 7)
(98, 79)
(12, 1)
(30, 38)
(33, 57)
(86, 94)
(37, 88)
(55, 4)
(97, 86)
(62, 50)
(72, 57)
(15, 77)
(10, 55)
(96, 93)
(3, 63)
(12, 24)
(70, 54)
(86, 77)
